%FE,emulsion_temp,emulsion_pr,rod_quench_cw_exit,casting_wheel_rpm,rod_quench_cw_entry,rm_motor_cooling_water_pressure ,rolling_mill_amp,cool_water_flow,cooling_water_pressure,cooling_water_temp,rolling_mill_rpm,Grade_encoded,UTS,elongation,Conductivity,Grade
0.14,60.32885742,2.682367325,12.45683924,1.984552026,318.3728267,0.721668243,390.5273438,190.3687134,4.342131900273211,38.512924470789066,830.8845503930168,2,9.8,13.6,62.0,WE10
0.14,59.91600037,2.64670372,12.3433837,1.992004395,316.1760681,0.696630478,390.5273438,190.3743896,3.917760418489916,37.10661475024219,838.5385192230113,2,10.7,14.0,62.0,WE10
0.14,59.80653381,2.647989273,12.29455554,1.986364722,316.4334332,0.727735519,371.6821289,189.3603516,3.5090732001043263,34.43987768411328,794.3247777275108,2,10.5,12.0,62.0,WE10
0.14,59.64668274,2.657648087,12.35384234,1.999658227,317.3382801,0.705783844,402.1069336,190.3668823,4.2140905659005305,37.98975534235762,816.4021309069651,2,10.6,10.0,62.0,WE10
0.14,59.71110535,2.648082733,12.34347907,1.991400123,318.5783119,0.719491959,410.8862305,190.3979492,4.45,38.40682562610359,841.8068611437697,2,10.5,11.4,62.0,WE10
0.14,59.71110535,2.648082733,12.34347907,1.991400123,318.5783119,0.719491959,410.8862305,190.3979492,4.432934003041451,38.068427592411865,700.5828993783456,2,10.6,15.5,62.0,WE10
0.14,59.72496033,2.636037827,12.08601861,1.998852491,314.1222337,0.691474915,414.519043,187.6375732,3.952941923475855,38.64983571090216,814.3181916837071,2,10.4,11.7,62.0,WE10
0.14,59.72496033,2.636037827,12.08601861,1.998852491,314.1222337,0.691474915,414.519043,187.6375732,3.722155712040387,37.09285164060309,861.6444926684011,2,10.8,12.9,62.0,WE10
0.14,59.71702576,2.595825195,12.1538249,1.995428443,312.8649085,0.71298027,379.0234375,187.3739624,3.637221930173084,38.01115099653061,841.7870860062671,2,10.5,12.6,62.0,WE10
0.14,59.61520386,2.609212875,12.14107745,1.989990234,312.752502,0.698083878,327.9370117,187.2406006,3.1545932247177637,36.58664333609533,739.4518136625653,2,10.1,12.9,62.0,WE10
0.14,59.61520386,2.609212875,12.14107745,1.989990234,312.752502,0.698083878,327.9370117,187.2406006,3.3257454052675888,39.88569956924674,873.4784364075737,2,10.2,18.3,62.0,WE10
0.14,59.58604431,2.619205475,12.13131817,1.985357642,312.7270707,0.675880432,345.7226563,187.3656006,4.320388561803707,36.669325305139566,880.1200585855298,2,10.3,12.2,62.0,WE10
0.14,59.89331055,2.602392197,12.10515569,1.995629907,315.2585056,0.695320129,341.3330078,187.1117554,4.166498980403291,40.089085933946,737.7852244172199,2,11.0,9.1,62.0,WE10
0.14,59.98150635,2.580821991,12.2110454,1.993817091,313.0342812,0.710861206,337.1704102,187.2366333,3.644599936963963,42.21,842.2185820199235,2,11.0,13.0,62.0,WE10
0.14,59.98150635,2.580821991,12.2110454,1.993817091,313.0342812,0.710861206,337.1704102,187.2366333,3.9812522440837785,40.39287325333617,824.4156999899609,2,10.7,10.4,62.0,WE10
0.14,60.04498291,2.631975174,12.15347522,1.995227098,312.6685786,0.699522018,324.3041992,187.2845459,3.815631962340402,37.88199666585509,727.1519697241295,2,10.8,12.8,62.0,WE10
0.14,59.9981842,2.62544632,12.15013736,1.983343482,313.5322267,0.688842773,355.1074219,187.2925415,4.068308577362648,35.42808588580021,852.1774981809484,2,10.5,13.9,62.0,WE10
0.19,59.55157471,2.612257004,12.15182219,1.984954834,312.371032,0.727645874,381.3696289,186.868103,4.307207085865542,35.31518190320059,827.592255404466,2,10.0,17.0,61.7,WE10
0.13,59.9745636,2.664016724,12.44011814,1.947088599,317.436445,0.683757782,406.9506836,190.4302368,4.435772835491263,37.22411967892649,767.0453336949677,2,10.4,15.7,62.0,WE10
0.13,59.9745636,2.664016724,12.44011814,1.947088599,317.436445,0.683757782,406.9506836,190.4302368,3.4618434674756244,34.05594127901482,716.5589049372777,2,9.8,18.2,62.0,WE10
0.13,60.37690735,2.634944916,11.96471115,1.948297143,317.1439847,0.673408508,403.3935547,187.3317261,3.3571068716967005,41.38496059546063,768.1173407894883,2,10.1,15.1,62.0,WE10
0.13,60.37690735,2.634944916,11.96471115,1.948297143,317.1439847,0.673408508,403.3935547,187.3317261,3.9187580928300223,38.25681068325463,822.1524383431778,2,9.8,15.0,62.0,WE10
0.13,60.17416382,2.566265106,12.20093645,1.933392286,311.7733957,0.679803848,407.8588867,187.4178467,3.903776966906422,38.52934593633744,847.6421086325391,2,9.7,19.2,62.0,WE10
0.19,60.14558411,2.619073868,12.14403384,1.93762207,313.8770756,0.643096924,381.5209961,187.4442139,3.552204709853137,39.20581243344101,917.174644578847,2,10.3,12.8,61.8,WE10
0.13,59.78753662,2.600618362,12.21384285,1.947088599,311.5216255,0.671113968,431.2451172,187.3447266,3.4991525724481627,39.40584034471558,790.9546218376698,2,10.8,11.2,62.0,WE10
0.13,59.78753662,2.600618362,12.21384285,1.947088599,311.5216255,0.671113968,431.2451172,187.3447266,4.119414134638623,34.95306553037968,780.1494146329467,2,9.6,17.5,62.0,WE10
0.13,59.78753662,2.600618362,12.21384285,1.947088599,311.5216255,0.671113968,431.2451172,187.3447266,3.586124374319994,36.41437078187867,829.1325028844083,2,10.0,18.1,62.0,WE10
0.2,59.50965881,2.602689743,12.20134971,1.954540968,312.9630735,0.66872406,413.9892578,187.5569458,3.6728389729698514,38.79075142872147,839.5357609392629,4,9.7,16.0,61.2,WE20
0.2,59.50965881,2.602689743,12.20134971,1.954540968,312.9630735,0.66872406,413.9892578,187.5569458,3.8714348030341896,38.558019940807576,793.4812165843883,4,9.8,14.8,61.2,WE20
0.13,59.50965881,2.602689743,12.20134971,1.954540968,312.9630735,0.66872406,413.9892578,187.5569458,3.897339913232578,39.49561362853722,845.8257242228467,2,10.9,13.4,62.0,WE10
0.13,59.53340149,2.61844635,12.19807542,1.948297143,312.6985876,0.647647858,399.609375,187.4620361,3.929205533869711,39.53466588543596,754.2812755908428,2,9.9,15.3,62.0,WE10
0.13,59.53340149,2.61844635,12.19807542,1.948297143,312.6985876,0.647647858,399.609375,187.4620361,4.105522804736805,39.1946210244756,779.816447728248,2,9.9,17.3,62.0,WE10
0.13,59.62046814,2.61173439,12.24401077,1.940039039,311.8685089,0.653865814,415.8813477,186.9637451,3.5974646594512434,38.85564543442608,697.0740383624211,2,10.7,11.4,62.0,WE10
0.13,59.62046814,2.61173439,12.24401077,1.940039039,311.8685089,0.653865814,415.8813477,186.9637451,3.7973318015146194,38.30664997798673,771.4587530585314,2,11.0,10.9,62.0,WE10
0.13,59.58183289,2.660734177,12.22268024,1.946484327,312.8552446,0.663892746,407.9345703,186.9925537,4.101721555344346,33.31674125778688,865.2780065821171,2,9.9,15.4,62.0,WE10
0.13,59.58183289,2.660734177,12.22268024,1.946484327,312.8552446,0.663892746,407.9345703,186.9925537,4.45,34.15358414638644,919.73705480227,2,9.9,14.9,62.0,WE10
0.13,59.59117126,2.618471146,12.24292994,1.941851854,311.9910879,0.686542511,386.8945313,187.0717163,4.366194797516594,33.88765139102768,850.3741848792415,2,10.1,14.9,62.0,WE10
0.13,59.68988037,2.622203827,12.24954209,1.947491407,312.8557533,0.670396805,393.6303711,186.9883423,4.204133004604017,38.44304889592114,779.0181331453635,2,9.9,16.7,62.0,WE10
0.13,59.66192627,2.552709579,12.26311606,1.93963623,312.4803868,0.637086868,392.8735352,187.034668,4.45,42.21,832.4454113837947,2,10.7,11.3,61.9,WE10
0.15,59.81359863,2.580657959,12.27309786,1.945275903,311.4361762,0.656578064,381.7480469,186.8936157,3.816363648281047,36.653315851644905,765.609556319053,4,9.4,13.2,61.4,WE20
0.15,59.81359863,2.580657959,12.27309786,1.945275903,311.4361762,0.656578064,381.7480469,186.8936157,3.6385756738000814,38.30528564840284,858.3192278049897,4,9.5,14.0,61.4,WE20
0.13,59.63087463,2.615262985,12.29843382,1.944671631,312.8430376,0.686145782,412.8540039,187.2359619,3.4824571584523305,38.13021772584654,813.5105796304155,2,10.4,12.0,61.9,WE10
0.13,59.63087463,2.615262985,12.29843382,1.944671631,312.8430376,0.686145782,412.8540039,187.2359619,3.915867910600973,38.09561630860868,786.3525373749059,2,9.6,14.0,61.9,WE10
0.15,59.93229675,2.621793747,12.32389695,1.945678711,313.5276491,0.634674072,361.7675781,187.2028198,3.768884323332414,37.64016887148938,867.7887654514349,4,9.5,12.0,61.4,WE20
0.15,60.35124207,2.596523285,12.33305223,1.942053199,313.4142253,0.683931351,376.0717773,187.2034302,4.299565253661569,42.21,687.6693913755706,4,9.4,16.8,61.4,WE20
0.13,60.08924866,2.562175751,12.2999597,1.944671631,313.7575483,0.662319183,413.6108398,186.9088135,4.377501350778397,38.7717778391207,751.6872790905753,2,9.9,16.0,61.9,WE10
0.13,60.08924866,2.562175751,12.2999597,1.944671631,313.7575483,0.662319183,413.6108398,186.9088135,3.807763197353285,37.46180049058716,728.571955283983,2,9.7,12.8,61.8,WE10
0.15,60.08924866,2.562175751,12.2999597,1.944671631,313.7575483,0.662319183,413.6108398,186.9088135,3.960872726845241,36.633630924670506,808.4471877868215,4,9.3,16.8,61.3,WE20
0.13,60.25009155,2.574411392,12.28463732,1.966625929,313.0124103,0.661958694,417.5463867,186.897644,3.857195637933934,37.92134037840085,729.2714145206791,2,9.7,13.2,61.8,WE10
0.15,60.25009155,2.574411392,12.28463732,1.966625929,313.0124103,0.661958694,417.5463867,186.897644,3.8342392565020407,40.9112737321744,746.6591066864136,4,9.1,16.8,61.3,WE20
0.13,60.25009155,2.574411392,12.28463732,1.966625929,313.0124103,0.661958694,417.5463867,186.897644,4.155021084000114,40.72439985179164,882.070204874383,2,10.2,10.8,61.9,WE10
0.15,60.25009155,2.574411392,12.28463732,1.966625929,313.0124103,0.661958694,417.5463867,186.897644,3.695325775249243,39.24429250527306,787.5526687188755,4,10.0,13.6,61.4,WE20
0.13,60.359375,2.592313766,12.3034883,1.973272681,312.5307408,0.691614151,396.1279297,186.7540283,4.392171826946123,37.116640623526514,756.8304419963671,2,10.1,11.2,61.9,WE10
0.13,60.18702698,2.6121521,12.34901039,1.980926514,311.604023,0.665542603,363.1298828,186.8534546,3.851074489661064,38.46400734324423,708.8266037535695,2,10.1,12.0,62.0,WE10
0.15,60.07112122,2.60931015,12.34297045,1.971057177,313.3648885,0.67058754,361.3891602,186.696106,3.835031014485197,39.46291741715523,889.2285444471095,4,9.9,14.0,61.4,WE20
0.13,60.07112122,2.60931015,12.34297045,1.971057177,313.3648885,0.67058754,361.3891602,186.696106,3.214227236089785,35.31226273840787,833.5889781637292,2,9.9,15.2,62.0,WE10
0.15,60.07112122,2.60931015,12.34297045,1.971057177,313.3648885,0.67058754,361.3891602,186.696106,3.8756293254797503,38.172341956089554,835.690117994985,4,9.8,14.0,61.3,WE20
0.15,60.07112122,2.60931015,12.34297045,1.971057177,313.3648885,0.67058754,361.3891602,186.696106,4.021079412532351,38.64526514314459,723.5240942398676,4,9.9,16.0,61.3,WE20
0.17,60.13891602,2.627061844,12.32033656,1.966021776,311.6731963,0.633798599,379.3261719,186.6173706,4.268868674501842,36.6861669429132,888.7066516231499,2,10.1,13.2,62.0,WE10
0.15,60.30648804,2.5809021,12.36290225,1.972265601,311.5521431,0.692131042,355.3344727,186.7727661,3.452115888469089,35.596985276690035,804.9713970077564,4,9.9,12.0,61.3,WE20
0.15,60.30648804,2.5809021,12.36290225,1.972265601,311.5521431,0.692131042,355.3344727,186.7727661,3.5068724606419277,34.729025122925066,862.0703905841798,4,9.9,14.0,61.3,WE20
0.17,60.3687439,2.568576813,12.34055447,1.974078417,312.095865,0.664503098,368.7304688,186.7106323,4.394347973877159,38.7900525490286,700.3283087580859,2,10.2,13.2,62.0,WE10
0.17,60.3687439,2.568576813,12.34055447,1.974078417,312.095865,0.664503098,368.7304688,186.7106323,3.863878113939559,32.96227950887494,701.4873270785536,2,9.6,15.2,62.0,WE10
0.15,60.18418884,2.595926285,12.4026705,1.972064257,311.8196807,0.676929474,372.6660156,186.5950928,4.0741273675248,37.23862158522588,871.5284936040894,4,9.9,14.0,61.4,WE20
0.17,60.25392151,2.601293564,12.34630831,1.972668409,310.0425392,0.670518875,389.543457,186.6226807,3.554414114343435,40.55832782772591,918.004053554154,2,9.9,12.0,62.0,WE10
0.17,60.25311279,2.60543251,12.3607088,1.960986376,311.3339423,0.646018982,369.4873047,186.428772,4.45,36.87040307399664,866.0213977994364,2,9.7,14.0,62.0,WE10
0.17,60.10594177,2.613882065,12.27354291,2.001068115,308.9769663,0.632890701,383.4887695,185.4544067,4.143046973138007,37.491225883373886,931.697030926508,2,9.7,12.8,62.0,WE10
0.17,60.10594177,2.613882065,12.27354291,2.001068115,308.9769663,0.632890701,383.4887695,185.4544067,4.208476040975238,36.71719304268615,916.4326403480376,2,9.8,13.2,62.0,WE10
0.15,60.21554565,2.630346298,12.40944159,2.002276659,312.0373729,0.690811157,347.0849609,186.5064087,4.381836218130688,40.49279754708776,723.4247407048076,4,9.9,14.0,61.4,WE20
0.16,60.21554565,2.630346298,12.40944159,2.002276659,312.0373729,0.690811157,347.0849609,186.5064087,3.94271328427556,39.88778528877458,779.8640306558178,2,10.4,14.8,62.0,WE10
0.16,60.41877747,2.587320328,12.37615834,1.995428443,310.871092,0.684085846,370.0170898,186.6781616,4.45,37.48917502129919,819.3380582361324,2,10.3,12.0,62.0,WE10
0.16,60.16578674,2.56370163,12.3859494,2.003485203,311.1686386,0.651086807,332.0239258,186.6226196,4.45,39.652412574466815,808.5734646834082,2,10.1,10.8,62.0,WE10
0.17,60.21276855,2.543548584,12.43852868,1.992407203,310.9885848,0.672193527,360.9350586,186.5653076,4.45,38.10681275181613,888.8138418020164,4,9.4,12.8,61.3,WE20
0.17,60.21276855,2.543548584,12.43852868,1.992407203,310.9885848,0.672193527,360.9350586,186.5653076,4.2615664634981565,39.15443588610195,838.9491856167058,4,9.6,16.0,61.3,WE20
0.17,60.15563965,2.56701088,12.37173964,1.995025635,311.7240589,0.68116951,335.6567383,186.5601196,3.4434108688336496,37.48391809095256,888.5043841974727,4,9.5,16.0,61.3,WE20
0.16,60.15563965,2.56701088,12.37173964,1.995025635,311.7240589,0.68116951,335.6567383,186.5601196,4.081252204147221,37.6772003011915,857.3150800046785,2,9.8,12.0,62.0,WE10
0.16,60.15563965,2.56701088,12.37173964,1.995025635,311.7240589,0.68116951,335.6567383,186.5601196,4.45,41.07949272058472,780.9396520572278,2,10.1,13.2,62.0,WE10
0.16,60.11698914,2.6106987,12.40565868,2.005096436,311.6731963,0.627332687,355.7128906,186.4415894,3.7217011645398976,33.25740842769498,738.0446418033459,2,8.9,16.0,62.0,WE10
0.17,60.11698914,2.6106987,12.40565868,2.005096436,311.6731963,0.627332687,355.7128906,186.4415894,4.0146917285131,37.22023729050055,849.7886464490174,4,9.9,16.8,61.3,WE20
0.16,60.10267639,2.56486702,12.4097277,2.003485203,311.9961742,0.681346893,372.4389648,186.3936768,3.7916947837747768,36.26837973401747,803.7332140430487,2,9.0,12.8,62.0,WE10
0.17,60.09120178,2.611391068,12.38954157,2.001873732,310.650348,0.680412292,357.9077148,186.2689819,3.703552269364717,40.52716419422397,835.8888772500179,4,10.0,17.2,61.3,WE20
0.17,60.03637695,2.609605789,12.39736171,2.000866652,311.4366849,0.669683456,366.081543,186.5469971,4.02673516956018,36.13777138477989,727.4417018819838,4,10.6,17.9,61.4,WE20
0.16,60.03637695,2.609605789,12.39736171,2.000866652,311.4366849,0.669683456,366.081543,186.5469971,4.2499706511172,40.49567145560174,740.2644565817236,2,9.6,19.8,62.0,WE10
0.16,60.03637695,2.609605789,12.39736171,2.000866652,311.4366849,0.669683456,366.081543,186.5469971,4.303452732204314,40.6392055992013,821.9139514497663,2,9.4,20.1,62.0,WE10
0.17,60.03637695,2.609605789,12.39736171,2.000866652,311.4366849,0.669683456,366.081543,186.5469971,3.889854739288847,38.60885067876498,802.1233366810075,4,10.6,18.2,61.4,WE20
0.17,60.07974243,2.585100174,12.40158967,1.997644067,311.1198104,0.646621704,346.2524414,186.3163452,4.050899894345427,37.88306292369903,768.9908324990093,4,10.7,16.1,61.4,WE20
0.16,60.07974243,2.585100174,12.40158967,1.997644067,311.1198104,0.646621704,346.2524414,186.3163452,3.9415691930252215,42.21,812.6843334871196,2,9.3,13.1,62.0,WE10
0.16,60.1632843,2.592317581,12.3926887,2.005096436,310.387388,0.658618927,412.097168,186.2865601,3.811191330032744,37.07028106604968,891.9932880844411,2,10.5,15.9,61.6,WE10
0.16,60.15925598,2.528032303,12.41853329,2.003686428,310.9382307,0.655685425,377.9638672,186.3638916,4.229798079687406,38.76578023327201,850.6608405141062,2,9.6,16.0,62.0,WE10
0.16,59.32606506,2.619417191,12.47247951,2.001269579,311.4743232,0.653053284,368.125,186.4025879,3.923431619036657,40.81544428964572,733.7236781279538,2,10.5,11.6,61.6,WE10
0.16,59.32606506,2.619417191,12.47247951,2.001269579,311.4743232,0.653053284,368.125,186.4025879,4.227013854158444,40.819027633225296,933.87,2,9.4,15.4,62.0,WE10
0.16,60.1902771,2.548141479,12.47708894,1.997644067,311.4748319,0.686893463,380.612793,186.7368164,3.8588592224013407,34.8096117884749,832.209586502756,2,9.1,14.8,62.0,WE10
0.16,60.47457886,2.614416122,12.33918753,1.997845411,308.921526,0.627601624,359.5727539,185.2525635,4.026333828186684,40.541372846825176,800.979958803559,2,10.3,17.5,61.6,WE10
0.16,60.02742004,2.567516327,13.85578509,2.000262499,345.998884,0.813959122,329.375,201.0994873,4.088669272058669,37.593547792126365,861.2556295725853,2,9.8,16.0,61.6,WE10
0.16,60.02742004,2.567516327,13.85578509,2.000262499,345.998884,0.813959122,329.375,201.0994873,3.66730570233553,34.99594443789027,846.2105820900612,2,9.6,17.2,61.5,WE10
0.16,60.41665649,2.569850922,12.35794314,2.006103516,307.5955363,0.648664474,336.3378906,185.2007446,3.880518414679444,38.38728556161412,784.9222812055382,2,10.0,16.3,61.5,WE10
0.16,60.28540039,2.569318771,12.38811106,2.003082275,308.8604908,0.671634674,330.2075195,185.2915649,4.218253638261359,37.32250201786885,807.2253676552573,2,10.0,14.5,61.5,WE10
0.16,60.38447571,2.580535889,12.38423278,2.004290819,309.2582368,0.63820076,391.5869141,185.2514648,4.45,33.41956764792518,807.0879592751356,2,9.9,15.5,61.5,WE10
0.16,60.38447571,2.580535889,12.38423278,2.004290819,309.2582368,0.63820076,391.5869141,185.2514648,4.170756310832081,34.968675619929336,897.9593597024095,2,10.0,13.0,61.5,WE10
0.16,60.46646118,2.552961349,12.37619012,2.008721828,308.5431078,0.682100296,374.3310547,185.3530273,4.293597108327331,39.92316070868848,851.2001159817604,2,9.8,14.8,61.5,WE10
0.16,60.46646118,2.552961349,12.37619012,2.008721828,308.5431078,0.682100296,374.3310547,185.3530273,4.245982884849865,36.32297101244002,816.90599607132,2,9.7,14.7,61.5,WE10
0.16,60.44856262,2.55103302,12.46167119,2.011743069,310.722573,0.683732986,373.1958008,186.055603,3.784285574096005,38.614681387531895,791.0737731981887,2,10.1,15.6,61.5,WE10
0.15,60.31336975,2.565896988,12.33979153,2.007110596,308.3991664,0.676029205,349.7338867,185.2695923,3.960006170207818,35.157140825169925,897.9541139819007,2,10.0,14.5,61.6,WE10
0.15,60.20387268,2.580835342,12.39682129,2.01335454,308.9942596,0.657718658,377.0556641,185.3120728,4.146308158619582,39.42928157038754,902.7385962242412,2,10.0,14.1,61.6,WE10
0.15,60.16296387,2.561620712,12.38130818,2.01134038,307.9770063,0.68429184,361.7675781,185.2266846,3.8579586784486297,37.42951899711191,798.4744479447252,2,9.6,14.5,61.6,WE10
0.15,60.16230774,2.579349518,12.36792494,2.01838994,309.6015598,0.632629395,365.9301758,185.3574219,4.45,38.794998596072894,760.1979686659608,2,10.4,13.6,61.6,WE10
0.15,60.16230774,2.579349518,12.36792494,2.01838994,309.6015598,0.632629395,365.9301758,185.3574219,4.023808409686019,38.72365873095543,838.8027401292358,2,10.5,14.7,61.7,WE10
0.15,59.99081421,2.560228348,8.256663816,2.053436279,202.6973901,0.640743256,402.1069336,188.2948608,3.91002339227267,39.72660524150344,773.3482602940729,2,10.7,12.3,61.7,WE10
0.15,59.99081421,2.560228348,8.256663816,2.053436279,202.6973901,0.640743256,402.1069336,188.2948608,3.407526012694549,36.26954298095864,745.6369153027215,2,10.3,17.3,61.6,WE10
0.15,60.07409668,2.580373764,8.286641,2.082238674,202.9272893,0.650503159,367.2167969,188.5203857,3.750467444723906,38.42487444910662,762.0219682158079,2,10.2,16.2,61.6,WE10
0.15,59.87147522,2.557453156,8.296209539,2.081835985,202.7467269,0.675325394,361.9189453,188.4017944,4.144676606231972,40.33245078242987,855.234612451889,2,10.1,17.7,61.6,WE10
0.15,59.87147522,2.557453156,8.296209539,2.081835985,202.7467269,0.675325394,361.9189453,188.4017944,4.122956826409132,38.23551151370865,900.4250371496123,2,10.1,15.8,61.6,WE10
0.15,59.62921143,2.520839691,8.306890699,2.077807665,203.2253445,0.678115845,359.1943359,188.3237305,3.829346845537669,36.44232514436069,842.4374882534137,2,10.1,17.2,61.6,WE10
0.14,60.12313843,2.540090561,10.90835715,2.055047512,270.3976337,0.63517952,419.7412109,188.4182129,4.054930895737063,37.79276226530352,769.7225604667328,2,10.2,16.5,61.6,WE10
0.14,60.29193115,2.547136307,10.84547818,2.056860447,269.4821057,0.641338348,376.2988281,187.8648071,4.0223144343096005,36.57511280713666,852.7847591665313,2,10.5,15.3,61.6,WE10
0.14,60.44725037,2.535259247,10.91188574,2.066931248,270.3284605,0.670734406,387.3486328,188.9101563,4.45,36.9463438254069,784.3864261962226,2,10.5,15.6,61.6,WE10
0.14,60.44725037,2.535259247,10.91188574,2.066931248,270.3284605,0.670734406,387.3486328,188.9101563,3.803309525864437,37.84109324620762,700.3444787615188,2,10.5,14.6,61.6,WE10
0.14,60.44110107,2.529165268,10.89376592,2.048199415,269.1845591,0.634708405,369.5629883,187.956604,3.708380530267709,40.0193576459373,898.05880478935,2,10.5,15.0,61.7,WE10
0.14,60.44110107,2.529165268,10.89376592,2.048199415,269.1845591,0.634708405,369.5629883,187.956604,3.4084742310574416,41.829305791850125,804.1964425050882,2,10.3,15.4,61.7,WE10
0.15,60.33929443,2.541284561,10.71167757,2.062701464,271.7887277,0.659502029,384.0185547,187.8117065,3.758852098980816,37.23488252742876,755.2279730058249,2,10.1,14.7,62.0,WE10
0.15,60.33929443,2.541284561,10.71167757,2.062701464,271.7887277,0.659502029,384.0185547,187.8117065,3.392857597186688,33.60356285677183,806.7466030920863,2,10.0,13.5,62.0,WE10
0.15,60.30299377,2.548828125,10.66892114,2.065722704,272.3802605,0.68954277,351.0205078,187.8612061,3.8425943690093463,37.30910005144831,835.532926648953,2,10.5,14.1,62.0,WE10
0.15,60.30299377,2.548828125,10.66892114,2.065722704,272.3802605,0.68954277,351.0205078,187.8612061,4.044165544385497,40.64569077826542,819.5865025198133,2,10.5,13.5,62.0,WE10
0.15,60.40602112,2.523038864,10.70411175,2.052630663,264.7757832,0.663860321,368.6547852,187.9199219,3.539451090221932,36.51145488404743,834.538615677841,2,10.4,14.8,62.0,WE10
0.15,60.40602112,2.523038864,10.70411175,2.052630663,264.7757832,0.663860321,368.6547852,187.9199219,3.686053929774798,41.11625047402411,840.6665492163844,2,10.5,14.8,62.0,WE10
0.15,60.34667969,2.52589798,10.77547843,2.055853367,267.304675,0.682779312,372.2119141,187.7177734,4.1588612016261335,41.14371977782376,749.3936114736019,2,10.6,13.2,62.0,WE10
0.15,60.34667969,2.52589798,10.77547843,2.055853367,267.304675,0.682779312,372.2119141,187.7177734,3.984806888163648,35.204852205598414,748.6929964769505,2,10.4,14.5,62.0,WE10
0.15,60.37440491,2.54253006,10.79649107,2.051623583,268.6021816,0.690717697,358.2861328,187.7709351,3.947026017966092,39.96693292268117,873.6436047532799,2,9.8,15.6,62.0,WE10
0.15,60.3631134,2.539169312,10.81168629,2.049407959,267.4257281,0.664157867,359.6484375,187.7831421,4.078448044765492,35.22098820271845,793.0285750794143,2,9.9,13.6,62.0,WE10
0.15,60.39559937,2.517198563,10.78971998,2.052832127,268.9999277,0.689706802,320.7470703,187.7219238,3.5611224688123198,39.61267932408602,811.0904610268493,2,9.7,15.6,61.8,WE10
0.15,60.44613647,2.505577087,10.79477445,2.060284376,266.9069289,0.663227081,329.375,187.7074585,3.4180451807617267,35.275532127800346,837.6245879616444,2,9.8,14.0,61.8,WE10
0.15,60.16700745,2.605571747,10.76409791,2.049810886,267.5427123,0.657154083,351.8530273,187.6809692,3.859859867957997,39.83877314686521,774.7122001691054,2,9.7,14.0,61.9,WE10
0.15,60.16700745,2.605571747,10.76409791,2.049810886,267.5427123,0.657154083,351.8530273,187.6809692,4.085805319629487,39.33795006746598,802.9632897724259,2,9.6,15.6,61.9,WE10
0.15,59.8656311,2.530565262,10.77223594,2.060888767,268.449085,0.65672493,365.7788086,187.7597656,3.72748970371261,39.93655062571577,801.2260587394638,2,9.5,14.4,62.0,WE10
0.15,59.8656311,2.530565262,10.77223594,2.060888767,268.449085,0.65672493,365.7788086,187.7597656,3.7352639261631473,35.86233216885829,880.9931543238889,2,9.6,14.0,62.0,WE10
0.15,59.75343323,2.493185043,10.66768137,2.048602343,268.4200933,0.639335632,365.324707,187.3776245,3.744906048173165,38.8775803619807,852.7038895148651,2,9.5,16.0,62.0,WE10
0.15,59.75343323,2.493185043,10.66768137,2.048602343,268.4200933,0.639335632,365.324707,187.3776245,3.7959785239925727,40.22895218776026,818.2394189103985,2,9.6,19.2,61.7,WE10
0.14,59.94393921,2.493379593,10.71676384,2.06048584,267.1963375,0.675502777,351.0961914,187.6968994,3.80522722640968,37.87361848573455,849.596184249039,2,9.5,15.2,61.9,WE10
0.14,59.94393921,2.493379593,10.71676384,2.06048584,267.1963375,0.675502777,351.0961914,187.6968994,3.553461761472612,39.549658582681296,792.2558939094807,2,9.5,15.6,61.9,WE10
0.15,59.94393921,2.493379593,10.71676384,2.06048584,267.1963375,0.675502777,351.0961914,187.6968994,3.720558543698385,40.89926804853128,853.2584251858532,2,9.5,15.2,61.7,WE10
0.15,59.94393921,2.493379593,10.71676384,2.06048584,267.1963375,0.675502777,351.0961914,187.6968994,4.053421839542316,36.90367376121954,716.6937566784446,2,9.8,16.0,62.0,WE10
0.14,60.38821411,2.528562546,10.68974305,2.063104153,266.5997184,0.69600296,337.6245117,187.4476318,4.45,37.70137615931866,850.294980982354,2,9.5,16.0,62.0,WE10
0.14,60.38821411,2.528562546,10.68974305,2.063104153,266.5997184,0.69600296,337.6245117,187.4476318,3.89396701899714,39.60467387077498,822.0963547287149,2,9.3,14.4,62.0,WE10
0.15,60.15530396,2.507711411,10.68249512,2.064111233,266.1200835,0.710838318,350.7177734,187.3745117,3.578099786952549,38.18730242952004,806.7509192687432,2,9.5,17.2,62.0,WE10
0.15,60.15530396,2.507711411,10.68249512,2.064111233,266.1200835,0.710838318,350.7177734,187.3745117,4.45,39.65660050304971,777.6315806926597,2,9.5,15.6,61.9,WE10
0.15,59.72999573,2.505886078,10.66338983,2.047393799,269.1591278,0.683866501,336.7163086,187.6933594,4.136614384338944,38.07367989921614,789.1449784008764,2,9.9,15.2,61.9,WE10
0.14,59.62153625,2.533851624,10.6661237,2.050012112,268.3488855,0.674430847,341.484375,187.7279663,3.51636723993391,37.90806891176374,796.832428076895,2,9.4,17.2,62.0,WE10
0.14,59.62153625,2.533851624,10.6661237,2.050012112,268.3488855,0.674430847,341.484375,187.7279663,3.357682709715336,41.38467724011976,880.1734278836473,2,9.2,15.2,62.0,WE10
